Rank,Team,Rating,Month,Year
7,New Zealand,94,4,2011
8,West Indies,72,4,2011
9,Bangladesh,67,4,2011
10,Ireland,41,4,2011
11,Zimbabwe,37,4,2011
12,Netherlands,10,4,2011
13,Kenya,0,4,2011
1,Australia,129,5,2011
2,India,119,5,2011
3,Sri Lanka,117,5,2011
4,South Africa,116,5,2011
5,England,107,5,2011
6,Pakistan,100,5,2011
7,New Zealand,94,5,2011
8,West Indies,76,5,2011
9,Bangladesh,67,5,2011
10,Ireland,41,5,2011
11,Zimbabwe,37,5,2011
12,Netherlands,10,5,2011
13,Kenya,0,5,2011
1,Australia,129,6,2011
2,India,119,6,2011
3,South Africa,116,6,2011
4,Sri Lanka,116,6,2011
5,England,108,6,2011
6,Pakistan,100,6,2011
7,New Zealand,94,6,2011
8,West Indies,76,6,2011
9,Bangladesh,67,6,2011
10,Ireland,41,6,2011
11,Zimbabwe,37,6,2011
12,Netherlands,10,6,2011
13,Kenya,0,6,2011
1,Australia,130,7,2011
2,Sri Lanka,119,7,2011
3,India,117,7,2011
4,South Africa,116,7,2011
5,England,107,7,2011
6,Pakistan,100,7,2011
7,New Zealand,90,7,2011
8,West Indies,78,7,2011
9,Bangladesh,63,7,2011
10,Zimbabwe,46,7,2011
11,Ireland,41,7,2011
12,Netherlands,5,7,2011
13,Kenya,0,7,2011
1,Australia,130,8,2011
2,Sri Lanka,119,8,2011
3,South Africa,116,8,2011
4,England,113,8,2011
5,India,112,8,2011
6,Pakistan,101,8,2011
7,New Zealand,90,8,2011
8,West Indies,78,8,2011
9,Bangladesh,63,8,2011
10,Zimbabwe,44,8,2011
11,Ireland,41,8,2011
12,Netherlands,15,8,2011
13,Kenya,0,8,2011
1,Australia,130,9,2011
2,Sri Lanka,119,9,2011
3,India,118,9,2011
4,South Africa,115,9,2011
5,England,106,9,2011
6,Pakistan,101,9,2011
7,New Zealand,87,9,2011
8,West Indies,78,9,2011
9,Bangladesh,63,9,2011
10,Zimbabwe,47,9,2011
11,Ireland,41,9,2011
12,Netherlands,15,9,2011
13,Kenya,0,9,2011
1,Australia,130,10,2011
2,India,118,10,2011
3,South Africa,115,10,2011
4,Sri Lanka,112,10,2011
5,Pakistan,108,10,2011
6,England,106,10,2011
7,New Zealand,87,10,2011
8,West Indies,77,10,2011
9,Bangladesh,63,10,2011
10,Zimbabwe,47,10,2011
11,Ireland,41,10,2011
12,Netherlands,15,10,2011
13,Kenya,0,10,2011
1,Australia,130,11,2011
2,India,117,11,2011
3,South Africa,115,11,2011
4,Sri Lanka,112,11,2011
5,Pakistan,109,11,2011
6,England,106,11,2011
7,New Zealand,87,11,2011
8,West Indies,79,11,2011
9,Bangladesh,62,11,2011
10,Zimbabwe,47,11,2011
11,Ireland,41,11,2011
12,Netherlands,15,11,2011
13,Kenya,0,11,2011
1,Australia,130,0,2012
2,India,117,0,2012
3,South Africa,116,0,2012
4,Sri Lanka,111,0,2012
5,Pakistan,109,0,2012
6,England,106,0,2012
7,New Zealand,87,0,2012
8,West Indies,79,0,2012
9,Bangladesh,62,0,2012
10,Zimbabwe,47,0,2012
11,Ireland,41,0,2012
12,Netherlands,15,0,2012
13,Kenya,0,0,2012
1,Australia,129,1,2012
2,South Africa,118,1,2012
3,India,117,1,2012
4,Sri Lanka,113,1,2012
5,England,111,1,2012
6,Pakistan,104,1,2012
7,New Zealand,87,1,2012
8,West Indies,79,1,2012
9,Bangladesh,62,1,2012
10,Zimbabwe,46,1,2012
11,Ireland,36,1,2012
12,Netherlands,15,1,2012
13,Kenya,8,1,2012
1,Australia,123,2,2012
2,South Africa,118,2,2012
3,India,117,2,2012
4,England,111,2,2012
5,Sri Lanka,110,2,2012
6,Pakistan,105,2,2012
7,New Zealand,86,2,2012
8,West Indies,86,2,2012
9,Bangladesh,67,2,2012
10,Zimbabwe,46,2,2012
11,Ireland,36,2,2012
12,Netherlands,15,2,2012
13,Kenya,8,2,2012
1,Australia,123,3,2012
2,South Africa,118,3,2012
3,India,117,3,2012
4,England,111,3,2012
5,Sri Lanka,110,3,2012
6,Pakistan,105,3,2012
7,New Zealand,86,3,2012
8,West Indies,86,3,2012
9,Bangladesh,67,3,2012
10,Zimbabwe,46,3,2012
11,Ireland,36,3,2012
12,Netherlands,15,3,2012
13,Kenya,8,3,2012
1,Australia,123,4,2012
2,South Africa,118,4,2012
3,India,117,4,2012
4,England,111,4,2012
5,Sri Lanka,110,4,2012
6,Pakistan,105,4,2012
7,New Zealand,86,4,2012
8,West Indies,86,4,2012
9,Bangladesh,67,4,2012
10,Zimbabwe,46,4,2012
11,Ireland,36,4,2012
12,Netherlands,15,4,2012
13,Kenya,8,4,2012
1,Australia,123,5,2012
2,South Africa,118,5,2012
3,India,117,5,2012
4,England,112,5,2012
5,Sri Lanka,112,5,2012
6,Pakistan,103,5,2012
7,New Zealand,86,5,2012
8,West Indies,85,5,2012
9,Bangladesh,67,5,2012
10,Zimbabwe,46,5,2012
11,Ireland,36,5,2012
12,Netherlands,15,5,2012
13,Kenya,8,5,2012
1,Australia,119,6,2012
2,South Africa,118,6,2012
3,India,118,6,2012
4,England,118,6,2012
5,Sri Lanka,111,6,2012
6,Pakistan,103,6,2012
7,West Indies,88,6,2012
8,New Zealand,82,6,2012
9,Bangladesh,67,6,2012
10,Zimbabwe,46,6,2012
11,Ireland,36,6,2012
12,Netherlands,15,6,2012
13,Kenya,8,6,2012
1,England,121,7,2012
2,South Africa,120,7,2012
3,India,120,7,2012
4,Australia,114,7,2012
5,Sri Lanka,108,7,2012
6,Pakistan,103,7,2012
7,West Indies,94,7,2012
8,New Zealand,74,7,2012
9,Bangladesh,71,7,2012
10,Zimbabwe,50,7,2012
11,Ireland,35,7,2012
12,Netherlands,16,7,2012
13,Kenya,11,7,2012
1,England,121,8,2012
2,South Africa,121,8,2012
3,India,120,8,2012
4,Australia,113,8,2012
5,Sri Lanka,108,8,2012
6,Pakistan,104,8,2012
7,West Indies,94,8,2012
8,New Zealand,74,8,2012
9,Bangladesh,71,8,2012
10,Zimbabwe,50,8,2012
11,Ireland,35,8,2012
12,Netherlands,16,8,2012
13,Kenya,11,8,2012
1,England,121,9,2012
2,South Africa,121,9,2012
3,India,120,9,2012
4,Australia,113,9,2012
5,Sri Lanka,108,9,2012
6,Pakistan,104,9,2012
7,West Indies,94,9,2012
8,New Zealand,74,9,2012
9,Bangladesh,71,9,2012
10,Zimbabwe,50,9,2012
11,Ireland,35,9,2012
12,Netherlands,16,9,2012
13,Kenya,11,9,2012
1,England,121,10,2012
2,South Africa,121,10,2012
3,India,120,10,2012
4,Australia,113,10,2012
5,Sri Lanka,109,10,2012
6,Pakistan,104,10,2012
7,West Indies,90,10,2012
8,Bangladesh,75,10,2012
9,New Zealand,72,10,2012
10,Zimbabwe,50,10,2012
11,Ireland,35,10,2012
12,Netherlands,16,10,2012
13,Kenya,11,10,2012
1,England,121,11,2012
2,South Africa,121,11,2012
3,India,118,11,2012
4,Australia,113,11,2012
5,Sri Lanka,110,11,2012
6,Pakistan,106,11,2012
7,West Indies,88,11,2012
8,Bangladesh,78,11,2012
9,New Zealand,72,11,2012
10,Zimbabwe,50,11,2012
11,Ireland,35,11,2012
12,Netherlands,16,11,2012
13,Kenya,11,11,2012
1,India,119,0,2013
2,England,119,0,2013
3,Australia,113,0,2013
4,South Africa,112,0,2013
5,Sri Lanka,110,0,2013
6,Pakistan,107,0,2013
7,West Indies,88,0,2013
8,New Zealand,79,0,2013
9,Bangladesh,78,0,2013
10,Zimbabwe,50,0,2013
11,Ireland,35,0,2013
12,Netherlands,16,0,2013
13,Kenya,11,0,2013
1,India,119,1,2013
2,England,117,1,2013
3,Australia,116,1,2013
4,South Africa,112,1,2013
5,Sri Lanka,110,1,2013
6,Pakistan,107,1,2013
7,West Indies,86,1,2013
8,New Zealand,82,1,2013
9,Bangladesh,78,1,2013
10,Zimbabwe,47,1,2013
11,Ireland,35,1,2013
12,Netherlands,16,1,2013
13,Kenya,11,1,2013
1,India,119,2,2013
2,England,117,2,2013
3,Australia,116,2,2013
4,South Africa,114,2,2013
5,Sri Lanka,110,2,2013
6,Pakistan,106,2,2013
7,West Indies,86,2,2013
8,New Zealand,82,2,2013
9,Bangladesh,78,2,2013
10,Zimbabwe,47,2,2013
11,Ireland,35,2,2013
12,Netherlands,16,2,2013
13,Kenya,11,2,2013
